,id,наименование,дата,аппарат,количество,машиночас
1291,1821,Саратовская область,2018-9,Traxporter,21,4399
1292,1822,Саратовская область,2018-10,Traxporter,29,4399
1293,1823,Саратовская область,2018-11,Traxporter,32,4399
1294,1824,Саратовская область,2018-12,Traxporter,24,4399
1295,1829,Саратовская область,2018-5,Ziesel,0,1807
1296,1830,Саратовская область,2018-6,Ziesel,1,1807
1297,1831,Саратовская область,2018-7,Ziesel,3,1807
1298,1832,Саратовская область,2018-8,Ziesel,12,1807
1299,1833,Саратовская область,2018-9,Ziesel,23,1807
1300,1834,Саратовская область,2018-10,Ziesel,29,1807
1301,1835,Саратовская область,2018-11,Ziesel,34,1807
1302,1836,Саратовская область,2018-12,Ziesel,26,1807
1303,1840,Сахалинская область,2018-4,Red RBL-03,0,1280
1304,1841,Сахалинская область,2018-5,Red RBL-03,0,1280
1305,1842,Сахалинская область,2018-6,Red RBL-03,2,1280
1306,1843,Сахалинская область,2018-7,Red RBL-03,6,1280
1307,1844,Сахалинская область,2018-8,Red RBL-03,14,1280
1308,1845,Сахалинская область,2018-9,Red RBL-03,36,1280
1309,1846,Сахалинская область,2018-10,Red RBL-03,43,1280
1310,1847,Сахалинская область,2018-11,Red RBL-03,45,1280
1311,1848,Сахалинская область,2018-12,Red RBL-03,34,1280
1312,1852,Сахалинская область,2018-4,AFA-ROCK,0,626
1313,1853,Сахалинская область,2018-5,AFA-ROCK,0,626
1314,1854,Сахалинская область,2018-6,AFA-ROCK,1,626
1315,1855,Сахалинская область,2018-7,AFA-ROCK,6,626
1316,1856,Сахалинская область,2018-8,AFA-ROCK,11,626
1317,1857,Сахалинская область,2018-9,AFA-ROCK,27,626
1318,1858,Сахалинская область,2018-10,AFA-ROCK,33,626
1319,1859,Сахалинская область,2018-11,AFA-ROCK,38,626
1320,1860,Сахалинская область,2018-12,AFA-ROCK,29,626
1321,1866,Сахалинская область,2018-6,Honda HSM,3,1434
1322,1867,Сахалинская область,2018-7,Honda HSM,7,1434
1323,1868,Сахалинская область,2018-8,Honda HSM,17,1434
1324,1869,Сахалинская область,2018-9,Honda HSM,30,1434
1325,1870,Сахалинская область,2018-10,Honda HSM,40,1434
1326,1871,Сахалинская область,2018-11,Honda HSM,47,1434
1327,1872,Сахалинская область,2018-12,Honda HSM,35,1434
1328,1877,Сахалинская область,2018-5,Traxporter,0,4247
1329,1878,Сахалинская область,2018-6,Traxporter,1,4247
1330,1879,Сахалинская область,2018-7,Traxporter,7,4247
1331,1880,Сахалинская область,2018-8,Traxporter,14,4247
1332,1881,Сахалинская область,2018-9,Traxporter,30,4247
1333,1882,Сахалинская область,2018-10,Traxporter,44,4247
1334,1883,Сахалинская область,2018-11,Traxporter,44,4247
1335,1884,Сахалинская область,2018-12,Traxporter,37,4247
1336,1890,Свердловская область,2018-6,Red RBL-03,5,1248
1337,1891,Свердловская область,2018-7,Red RBL-03,17,1248
1338,1892,Свердловская область,2018-8,Red RBL-03,40,1248
1339,1893,Свердловская область,2018-9,Red RBL-03,74,1248
1340,1894,Свердловская область,2018-10,Red RBL-03,117,1248
1341,1895,Свердловская область,2018-11,Red RBL-03,118,1248
1342,1896,Свердловская область,2018-12,Red RBL-03,89,1248
1343,1901,Свердловская область,2018-5,AFA-ROCK,2,604
1344,1902,Свердловская область,2018-6,AFA-ROCK,2,604
1345,1903,Свердловская область,2018-7,AFA-ROCK,17,604
1346,1904,Свердловская область,2018-8,AFA-ROCK,30,604
1347,1905,Свердловская область,2018-9,AFA-ROCK,74,604
1348,1906,Свердловская область,2018-10,AFA-ROCK,112,604
1349,1907,Свердловская область,2018-11,AFA-ROCK,108,604
1350,1908,Свердловская область,2018-12,AFA-ROCK,89,604
1351,1912,Свердловская область,2018-4,Honda HSM,0,1351
1352,1913,Свердловская область,2018-5,Honda HSM,0,1351
1353,1914,Свердловская область,2018-6,Honda HSM,3,1351
1354,1915,Свердловская область,2018-7,Honda HSM,20,1351
1355,1916,Свердловская область,2018-8,Honda HSM,47,1351
1356,1917,Свердловская область,2018-9,Honda HSM,77,1351
1357,1918,Свердловская область,2018-10,Honda HSM,100,1351
1358,1919,Свердловская область,2018-11,Honda HSM,105,1351
1359,1920,Свердловская область,2018-12,Honda HSM,85,1351
1360,1924,Свердловская область,2018-4,Traxporter,0,4103
1361,1925,Свердловская область,2018-5,Traxporter,1,4103
1362,1926,Свердловская область,2018-6,Traxporter,6,4103
1363,1927,Свердловская область,2018-7,Traxporter,18,4103
1364,1928,Свердловская область,2018-8,Traxporter,45,4103
1365,1929,Свердловская область,2018-9,Traxporter,90,4103
1366,1930,Свердловская область,2018-10,Traxporter,120,4103
1367,1931,Свердловская область,2018-11,Traxporter,117,4103
1368,1932,Свердловская область,2018-12,Traxporter,95,4103
1369,1937,Смоленская область,2018-5,Energiser505,0,325
1370,1938,Смоленская область,2018-6,Energiser505,2,325
1371,1939,Смоленская область,2018-7,Energiser505,6,325
1372,1940,Смоленская область,2018-8,Energiser505,11,325
1373,1941,Смоленская область,2018-9,Energiser505,22,325
1374,1942,Смоленская область,2018-10,Energiser505,32,325
1375,1943,Смоленская область,2018-11,Energiser505,34,325
1376,1944,Смоленская область,2018-12,Energiser505,26,325
1377,1948,Смоленская область,2018-4,Red BUG CT500,0,613
1378,1949,Смоленская область,2018-5,Red BUG CT500,0,613
1379,1950,Смоленская область,2018-6,Red BUG CT500,2,613
1380,1951,Смоленская область,2018-7,Red BUG CT500,6,613
1381,1952,Смоленская область,2018-8,Red BUG CT500,14,613
1382,1953,Смоленская область,2018-9,Red BUG CT500,30,613
1383,1954,Смоленская область,2018-10,Red BUG CT500,39,613
1384,1955,Смоленская область,2018-11,Red BUG CT500,42,613
1385,1956,Смоленская область,2018-12,Red BUG CT500,35,613
1386,1960,Тамбовская область,2018-4,Energiser505,0,360
1387,1961,Тамбовская область,2018-5,Energiser505,0,360
1388,1962,Тамбовская область,2018-6,Energiser505,1,360
1389,1963,Тамбовская область,2018-7,Energiser505,5,360
1390,1964,Тамбовская область,2018-8,Energiser505,15,360
1391,1965,Тамбовская область,2018-9,Energiser505,26,360
1392,1966,Тамбовская область,2018-10,Energiser505,38,360
1393,1967,Тамбовская область,2018-11,Energiser505,44,360
1394,1968,Тамбовская область,2018-12,Energiser505,31,360
1395,1973,Тамбовская область,2018-5,Red BUG CT500,0,611
1396,1974,Тамбовская область,2018-6,Red BUG CT500,1,611
1397,1975,Тамбовская область,2018-7,Red BUG CT500,8,611
1398,1976,Тамбовская область,2018-8,Red BUG CT500,15,611
1399,1977,Тамбовская область,2018-9,Red BUG CT500,31,611
1400,1978,Тамбовская область,2018-10,Red BUG CT500,38,611
1401,1979,Тамбовская область,2018-11,Red BUG CT500,44,611
1402,1980,Тамбовская область,2018-12,Red BUG CT500,32,611
1403,1985,Тверская область,2018-5,Energiser505,0,368
1404,1986,Тверская область,2018-6,Energiser505,1,368
1405,1987,Тверская область,2018-7,Energiser505,7,368
1406,1988,Тверская область,2018-8,Energiser505,15,368
1407,1989,Тверская область,2018-9,Energiser505,27,368
1408,1990,Тверская область,2018-10,Energiser505,39,368
1409,1991,Тверская область,2018-11,Energiser505,48,368
1410,1992,Тверская область,2018-12,Energiser505,30,368
1411,1996,Тверская область,2018-4,Red BUG CT500,0,627
1412,1997,Тверская область,2018-5,Red BUG CT500,0,627
1413,1998,Тверская область,2018-6,Red BUG CT500,3,627
1414,1999,Тверская область,2018-7,Red BUG CT500,9,627
1415,2000,Тверская область,2018-8,Red BUG CT500,18,627
1416,2001,Тверская область,2018-9,Red BUG CT500,33,627
1417,2002,Тверская область,2018-10,Red BUG CT500,45,627
1418,2003,Тверская область,2018-11,Red BUG CT500,49,627
1419,2004,Тверская область,2018-12,Red BUG CT500,37,627
1420,2009,Томская область,2018-5,Energiser505,1,352
1421,2010,Томская область,2018-6,Energiser505,12,352
1422,2011,Томская область,2018-7,Energiser505,36,352
1423,2012,Томская область,2018-8,Energiser505,78,352
1424,2013,Томская область,2018-9,Energiser505,101,352
1425,2014,Томская область,2018-10,Energiser505,163,352
1426,2015,Томская область,2018-11,Energiser505,158,352
1427,2016,Томская область,2018-12,Energiser505,127,352
1428,2021,Томская область,2018-5,Traxporter,3,4201
1429,2022,Томская область,2018-6,Traxporter,4,4201
1430,2023,Томская область,2018-7,Traxporter,29,4201
1431,2024,Томская область,2018-8,Traxporter,55,4201
1432,2025,Томская область,2018-9,Traxporter,111,4201
1433,2026,Томская область,2018-10,Traxporter,171,4201
1434,2027,Томская область,2018-11,Traxporter,162,4201
1435,2028,Томская область,2018-12,Traxporter,153,4201
1436,2033,Томская область,2018-5,Ziesel,2,1691
1437,2034,Томская область,2018-6,Ziesel,8,1691
1438,2035,Томская область,2018-7,Ziesel,33,1691
1439,2036,Томская область,2018-8,Ziesel,82,1691
1440,2037,Томская область,2018-9,Ziesel,132,1691
1441,2038,Томская область,2018-10,Ziesel,208,1691
1442,2039,Томская область,2018-11,Ziesel,194,1691
1443,2040,Томская область,2018-12,Ziesel,155,1691
1444,2045,Тульская область,2018-5,Energiser505,0,360
1445,2046,Тульская область,2018-6,Energiser505,1,360
1446,2047,Тульская область,2018-7,Energiser505,5,360
1447,2048,Тульская область,2018-8,Energiser505,11,360
1448,2049,Тульская область,2018-9,Energiser505,22,360
1449,2050,Тульская область,2018-10,Energiser505,27,360
1450,2051,Тульская область,2018-11,Energiser505,34,360
1451,2052,Тульская область,2018-12,Energiser505,18,360
1452,2056,Тульская область,2018-4,Traxporter,0,4406
1453,2058,Тульская область,2018-6,Traxporter,1,4406
1454,2059,Тульская область,2018-7,Traxporter,6,4406
1455,2060,Тульская область,2018-8,Traxporter,10,4406
1456,2061,Тульская область,2018-9,Traxporter,22,4406
1457,2062,Тульская область,2018-10,Traxporter,37,4406
1458,2063,Тульская область,2018-11,Traxporter,35,4406
1459,2064,Тульская область,2018-12,Traxporter,26,4406
1460,2067,Тульская область,2018-3,Ziesel,0,1697
1461,2069,Тульская область,2018-5,Ziesel,0,1697
1462,2070,Тульская область,2018-6,Ziesel,1,1697
1463,2071,Тульская область,2018-7,Ziesel,4,1697
1464,2072,Тульская область,2018-8,Ziesel,12,1697
1465,2073,Тульская область,2018-9,Ziesel,23,1697
1466,2074,Тульская область,2018-10,Ziesel,35,1697
1467,2075,Тульская область,2018-11,Ziesel,34,1697
1468,2076,Тульская область,2018-12,Ziesel,28,1697
1469,2080,Тюменская область,2018-4,Energiser505,0,352
1470,2081,Тюменская область,2018-5,Energiser505,0,352
1471,2082,Тюменская область,2018-6,Energiser505,4,352
1472,2083,Тюменская область,2018-7,Energiser505,8,352
1473,2084,Тюменская область,2018-8,Energiser505,21,352
1474,2085,Тюменская область,2018-9,Energiser505,51,352
1475,2086,Тюменская область,2018-10,Energiser505,60,352
1476,2087,Тюменская область,2018-11,Energiser505,71,352
1477,2088,Тюменская область,2018-12,Energiser505,57,352
1478,2093,Тюменская область,2018-5,Traxporter,0,4123
1479,2094,Тюменская область,2018-6,Traxporter,3,4123
1480,2095,Тюменская область,2018-7,Traxporter,7,4123
1481,2096,Тюменская область,2018-8,Traxporter,24,4123
1482,2097,Тюменская область,2018-9,Traxporter,44,4123
1483,2098,Тюменская область,2018-10,Traxporter,56,4123
1484,2099,Тюменская область,2018-11,Traxporter,65,4123
1485,2100,Тюменская область,2018-12,Traxporter,52,4123
1486,2105,Тюменская область,2018-5,Ziesel,1,1628
1487,2106,Тюменская область,2018-6,Ziesel,2,1628
1488,2107,Тюменская область,2018-7,Ziesel,8,1628
1489,2108,Тюменская область,2018-8,Ziesel,24,1628
1490,2109,Тюменская область,2018-9,Ziesel,43,1628
1491,2110,Тюменская область,2018-10,Ziesel,54,1628
1492,2111,Тюменская область,2018-11,Ziesel,60,1628
1493,2112,Тюменская область,2018-12,Ziesel,45,1628
1494,2117,Удмуртская Республика,2018-5,Energiser505,2,342
1495,2118,Удмуртская Республика,2018-6,Energiser505,12,342
1496,2119,Удмуртская Республика,2018-7,Energiser505,25,342
1497,2120,Удмуртская Республика,2018-8,Energiser505,70,342
1498,2121,Удмуртская Республика,2018-9,Energiser505,94,342
1499,2122,Удмуртская Республика,2018-10,Energiser505,157,342
1500,2123,Удмуртская Республика,2018-11,Energiser505,158,342
1501,2124,Удмуртская Республика,2018-12,Energiser505,135,342
1502,2128,Удмуртская Республика,2018-4,Traxporter,0,4093
1503,2129,Удмуртская Республика,2018-5,Traxporter,1,4093
1504,2130,Удмуртская Республика,2018-6,Traxporter,7,4093
1505,2131,Удмуртская Республика,2018-7,Traxporter,25,4093
1506,2132,Удмуртская Республика,2018-8,Traxporter,78,4093
1507,2133,Удмуртская Республика,2018-9,Traxporter,135,4093
1508,2134,Удмуртская Республика,2018-10,Traxporter,186,4093
1509,2135,Удмуртская Республика,2018-11,Traxporter,207,4093
1510,2136,Удмуртская Республика,2018-12,Traxporter,173,4093
1511,2140,Удмуртская Республика,2018-4,Ziesel,0,1792
1512,2141,Удмуртская Республика,2018-5,Ziesel,4,1792
1513,2142,Удмуртская Республика,2018-6,Ziesel,10,1792
1514,2143,Удмуртская Республика,2018-7,Ziesel,28,1792
1515,2144,Удмуртская Республика,2018-8,Ziesel,78,1792
1516,2145,Удмуртская Республика,2018-9,Ziesel,124,1792
1517,2146,Удмуртская Республика,2018-10,Ziesel,182,1792
1518,2147,Удмуртская Республика,2018-11,Ziesel,182,1792
1519,2148,Удмуртская Республика,2018-12,Ziesel,149,1792
1520,2152,Хабаровский край,2018-4,Red RBL-03,0,1209
1521,2153,Хабаровский край,2018-5,Red RBL-03,0,1209
1522,2154,Хабаровский край,2018-6,Red RBL-03,2,1209
1523,2155,Хабаровский край,2018-7,Red RBL-03,8,1209
1524,2156,Хабаровский край,2018-8,Red RBL-03,15,1209
1525,2157,Хабаровский край,2018-9,Red RBL-03,21,1209
1526,2158,Хабаровский край,2018-10,Red RBL-03,38,1209
1527,2159,Хабаровский край,2018-11,Red RBL-03,37,1209
1528,2160,Хабаровский край,2018-12,Red RBL-03,30,1209
1529,2164,Хабаровский край,2018-4,AFA-ROCK,0,634
1530,2165,Хабаровский край,2018-5,AFA-ROCK,0,634
1531,2166,Хабаровский край,2018-6,AFA-ROCK,2,634
1532,2167,Хабаровский край,2018-7,AFA-ROCK,6,634
1533,2168,Хабаровский край,2018-8,AFA-ROCK,14,634
1534,2169,Хабаровский край,2018-9,AFA-ROCK,30,634
1535,2170,Хабаровский край,2018-10,AFA-ROCK,40,634
1536,2171,Хабаровский край,2018-11,AFA-ROCK,44,634
1537,2172,Хабаровский край,2018-12,AFA-ROCK,33,634
1538,2176,Хабаровский край,2018-4,Honda HSM,0,1338
1539,2177,Хабаровский край,2018-5,Honda HSM,0,1338
1540,2178,Хабаровский край,2018-6,Honda HSM,2,1338
1541,2179,Хабаровский край,2018-7,Honda HSM,5,1338
1542,2180,Хабаровский край,2018-8,Honda HSM,14,1338
1543,2181,Хабаровский край,2018-9,Honda HSM,30,1338
1544,2182,Хабаровский край,2018-10,Honda HSM,35,1338
1545,2183,Хабаровский край,2018-11,Honda HSM,35,1338
1546,2184,Хабаровский край,2018-12,Honda HSM,30,1338
1547,2189,Хабаровский край,2018-5,Traxporter,0,4221
1548,2190,Хабаровский край,2018-6,Traxporter,1,4221
1549,2191,Хабаровский край,2018-7,Traxporter,6,4221
1550,2192,Хабаровский край,2018-8,Traxporter,11,4221
1551,2193,Хабаровский край,2018-9,Traxporter,23,4221
1552,2194,Хабаровский край,2018-10,Traxporter,33,4221
1553,2195,Хабаровский край,2018-11,Traxporter,34,4221
1554,2196,Хабаровский край,2018-12,Traxporter,26,4221
1555,2200,Челябинская область,2018-4,Ziesel,0,1807
1556,2201,Челябинская область,2018-5,Ziesel,0,1807
1557,2202,Челябинская область,2018-6,Ziesel,2,1807
1558,2203,Челябинская область,2018-7,Ziesel,6,1807
1559,2204,Челябинская область,2018-8,Ziesel,14,1807
1560,2205,Челябинская область,2018-9,Ziesel,28,1807
1561,2206,Челябинская область,2018-10,Ziesel,36,1807
1562,2207,Челябинская область,2018-11,Ziesel,38,1807
1563,2208,Челябинская область,2018-12,Ziesel,33,1807
1564,2212,Челябинская область,2018-4,DTV Shredder,0,1554
1565,2213,Челябинская область,2018-5,DTV Shredder,0,1554
1566,2214,Челябинская область,2018-6,DTV Shredder,1,1554
1567,2215,Челябинская область,2018-7,DTV Shredder,5,1554
1568,2216,Челябинская область,2018-8,DTV Shredder,11,1554
1569,2217,Челябинская область,2018-9,DTV Shredder,21,1554
1570,2218,Челябинская область,2018-10,DTV Shredder,30,1554
1571,2219,Челябинская область,2018-11,DTV Shredder,33,1554
1572,2220,Челябинская область,2018-12,DTV Shredder,22,1554
1573,2224,Челябинская область,2018-4,Ripsaw,0,2547
1574,2225,Челябинская область,2018-5,Ripsaw,0,2547
1575,2226,Челябинская область,2018-6,Ripsaw,1,2547
1576,2227,Челябинская область,2018-7,Ripsaw,7,2547
1577,2228,Челябинская область,2018-8,Ripsaw,13,2547
1578,2229,Челябинская область,2018-9,Ripsaw,27,2547
1579,2230,Челябинская область,2018-10,Ripsaw,35,2547
1580,2231,Челябинская область,2018-11,Ripsaw,37,2547
1581,2232,Челябинская область,2018-12,Ripsaw,32,2547
1582,2237,Чувашская Республика,2018-5,Red RBL-03,0,1220
1583,2238,Чувашская Республика,2018-6,Red RBL-03,1,1220
1584,2239,Чувашская Республика,2018-7,Red RBL-03,4,1220
1585,2240,Чувашская Республика,2018-8,Red RBL-03,12,1220
1586,2241,Чувашская Республика,2018-9,Red RBL-03,24,1220
1587,2242,Чувашская Республика,2018-10,Red RBL-03,31,1220
1588,2243,Чувашская Республика,2018-11,Red RBL-03,35,1220
1589,2244,Чувашская Республика,2018-12,Red RBL-03,29,1220
1590,2249,Чувашская Республика,2018-5,AFA-ROCK,0,621
1591,2250,Чувашская Республика,2018-6,AFA-ROCK,3,621
1592,2251,Чувашская Республика,2018-7,AFA-ROCK,6,621
1593,2252,Чувашская Республика,2018-8,AFA-ROCK,17,621
1594,2253,Чувашская Республика,2018-9,AFA-ROCK,27,621
1595,2254,Чувашская Республика,2018-10,AFA-ROCK,37,621
1596,2255,Чувашская Республика,2018-11,AFA-ROCK,43,621
1597,2256,Чувашская Республика,2018-12,AFA-ROCK,32,621
1598,2261,Чувашская Республика,2018-5,Honda HSM,0,1352
1599,2262,Чувашская Республика,2018-6,Honda HSM,3,1352
1600,2263,Чувашская Республика,2018-7,Honda HSM,5,1352
1601,2264,Чувашская Республика,2018-8,Honda HSM,13,1352
1602,2265,Чувашская Республика,2018-9,Honda HSM,25,1352
1603,2266,Чувашская Республика,2018-10,Honda HSM,38,1352
1604,2267,Чувашская Республика,2018-11,Honda HSM,39,1352
1605,2268,Чувашская Республика,2018-12,Honda HSM,31,1352
1606,2273,Чувашская Республика,2018-5,Traxporter,0,3989
1607,2274,Чувашская Республика,2018-6,Traxporter,1,3989
1608,2275,Чувашская Республика,2018-7,Traxporter,5,3989
1609,2276,Чувашская Республика,2018-8,Traxporter,13,3989
1610,2277,Чувашская Республика,2018-9,Traxporter,28,3989
1611,2278,Чувашская Республика,2018-10,Traxporter,30,3989
1612,2279,Чувашская Республика,2018-11,Traxporter,38,3989
1613,2280,Чувашская Республика,2018-12,Traxporter,26,3989
1614,2285,Ярославская область,2018-5,Red RBL-03,0,1233
1615,2286,Ярославская область,2018-6,Red RBL-03,1,1233
1616,2287,Ярославская область,2018-7,Red RBL-03,3,1233
1617,2288,Ярославская область,2018-8,Red RBL-03,11,1233
1618,2289,Ярославская область,2018-9,Red RBL-03,20,1233
1619,2290,Ярославская область,2018-10,Red RBL-03,26,1233
1620,2291,Ярославская область,2018-11,Red RBL-03,26,1233
1621,2292,Ярославская область,2018-12,Red RBL-03,22,1233
1622,2297,Ярославская область,2018-5,AFA-ROCK,0,615
1623,2298,Ярославская область,2018-6,AFA-ROCK,1,615
1624,2299,Ярославская область,2018-7,AFA-ROCK,4,615
1625,2300,Ярославская область,2018-8,AFA-ROCK,14,615
1626,2301,Ярославская область,2018-9,AFA-ROCK,24,615
1627,2302,Ярославская область,2018-10,AFA-ROCK,28,615
1628,2303,Ярославская область,2018-11,AFA-ROCK,32,615
1629,2304,Ярославская область,2018-12,AFA-ROCK,26,615
1630,2309,Ярославская область,2018-5,Honda HSM,0,1402
1631,2310,Ярославская область,2018-6,Honda HSM,3,1402
1632,2311,Ярославская область,2018-7,Honda HSM,5,1402
1633,2312,Ярославская область,2018-8,Honda HSM,13,1402
1634,2313,Ярославская область,2018-9,Honda HSM,23,1402
1635,2314,Ярославская область,2018-10,Honda HSM,35,1402
1636,2315,Ярославская область,2018-11,Honda HSM,35,1402
1637,2316,Ярославская область,2018-12,Honda HSM,26,1402
1638,2321,Ярославская область,2018-5,Traxporter,0,4199
1639,2322,Ярославская область,2018-6,Traxporter,1,4199
1640,2323,Ярославская область,2018-7,Traxporter,4,4199
1641,2324,Ярославская область,2018-8,Traxporter,9,4199
1642,2325,Ярославская область,2018-9,Traxporter,16,4199
1643,2326,Ярославская область,2018-10,Traxporter,27,4199
1644,2327,Ярославская область,2018-11,Traxporter,26,4199
1645,2328,Ярославская область,2018-12,Traxporter,19,4199
1646,2332,Алтайский край,2019-4,Energiser505,0,364
1647,2333,Алтайский край,2019-5,Energiser505,0,364
1648,2334,Алтайский край,2019-6,Energiser505,3,364
1649,2335,Алтайский край,2019-7,Energiser505,14,364
1650,2336,Алтайский край,2019-8,Energiser505,30,364
1651,2337,Алтайский край,2019-9,Energiser505,43,364
1652,2338,Алтайский край,2019-10,Energiser505,63,364
1653,2339,Алтайский край,2019-11,Energiser505,71,364
1654,2340,Алтайский край,2019-12,Energiser505,58,364
1655,2345,Алтайский край,2019-5,Traxporter,0,4105
1656,2346,Алтайский край,2019-6,Traxporter,3,4105
1657,2347,Алтайский край,2019-7,Traxporter,9,4105
1658,2348,Алтайский край,2019-8,Traxporter,24,4105
1659,2349,Алтайский край,2019-9,Traxporter,43,4105
1660,2350,Алтайский край,2019-10,Traxporter,55,4105
1661,2351,Алтайский край,2019-11,Traxporter,58,4105
1662,2352,Алтайский край,2019-12,Traxporter,44,4105
1663,2356,Алтайский край,2019-4,Ziesel,0,1842
1664,2357,Алтайский край,2019-5,Ziesel,0,1842
1665,2358,Алтайский край,2019-6,Ziesel,2,1842
1666,2359,Алтайский край,2019-7,Ziesel,11,1842
1667,2360,Алтайский край,2019-8,Ziesel,27,1842
1668,2361,Алтайский край,2019-9,Ziesel,43,1842
1669,2362,Алтайский край,2019-10,Ziesel,71,1842
1670,2363,Алтайский край,2019-11,Ziesel,75,1842
1671,2364,Алтайский край,2019-12,Ziesel,61,1842
1672,2369,Амурская область,2019-5,Red RBL-03,0,1189
1673,2370,Амурская область,2019-6,Red RBL-03,2,1189
1674,2371,Амурская область,2019-7,Red RBL-03,5,1189
1675,2372,Амурская область,2019-8,Red RBL-03,13,1189
1676,2373,Амурская область,2019-9,Red RBL-03,31,1189
1677,2374,Амурская область,2019-10,Red RBL-03,37,1189
1678,2375,Амурская область,2019-11,Red RBL-03,39,1189
1679,2376,Амурская область,2019-12,Red RBL-03,34,1189
1680,2380,Амурская область,2019-4,AFA-ROCK,0,647
1681,2381,Амурская область,2019-5,AFA-ROCK,0,647
1682,2382,Амурская область,2019-6,AFA-ROCK,1,647
1683,2383,Амурская область,2019-7,AFA-ROCK,5,647
1684,2384,Амурская область,2019-8,AFA-ROCK,13,647
1685,2385,Амурская область,2019-9,AFA-ROCK,22,647
1686,2386,Амурская область,2019-10,AFA-ROCK,31,647
1687,2387,Амурская область,2019-11,AFA-ROCK,35,647
1688,2388,Амурская область,2019-12,AFA-ROCK,23,647
1689,2392,Амурская область,2019-4,Honda HSM,0,1303
1690,2393,Амурская область,2019-5,Honda HSM,0,1303
1691,2394,Амурская область,2019-6,Honda HSM,2,1303
1692,2395,Амурская область,2019-7,Honda HSM,3,1303
1693,2396,Амурская область,2019-8,Honda HSM,9,1303
1694,2397,Амурская область,2019-9,Honda HSM,19,1303
1695,2398,Амурская область,2019-10,Honda HSM,32,1303
1696,2399,Амурская область,2019-11,Honda HSM,33,1303
1697,2400,Амурская область,2019-12,Honda HSM,27,1303
1698,2405,Амурская область,2019-5,Traxporter,0,4347
1699,2406,Амурская область,2019-6,Traxporter,1,4347
1700,2407,Амурская область,2019-7,Traxporter,7,4347
1701,2408,Амурская область,2019-8,Traxporter,10,4347
1702,2409,Амурская область,2019-9,Traxporter,23,4347
1703,2410,Амурская область,2019-10,Traxporter,35,4347
1704,2411,Амурская область,2019-11,Traxporter,33,4347
1705,2412,Амурская область,2019-12,Traxporter,29,4347
1706,2417,Архангельская область,2019-5,Energiser505,0,357
1707,2418,Архангельская область,2019-6,Energiser505,2,357
1708,2419,Архангельская область,2019-7,Energiser505,7,357
1709,2420,Архангельская область,2019-8,Energiser505,21,357
1710,2421,Архангельская область,2019-9,Energiser505,35,357
1711,2422,Архангельская область,2019-10,Energiser505,47,357
1712,2423,Архангельская область,2019-11,Energiser505,52,357
1713,2424,Архангельская область,2019-12,Energiser505,41,357
1714,2428,Архангельская область,2019-4,Red BUG CT500,0,653
1715,2429,Архангельская область,2019-5,Red BUG CT500,1,653
1716,2430,Архангельская область,2019-6,Red BUG CT500,3,653
1717,2431,Архангельская область,2019-7,Red BUG CT500,12,653
1718,2432,Архангельская область,2019-8,Red BUG CT500,20,653
1719,2433,Архангельская область,2019-9,Red BUG CT500,40,653
1720,2434,Архангельская область,2019-10,Red BUG CT500,55,653
1721,2435,Архангельская область,2019-11,Red BUG CT500,56,653
1722,2436,Архангельская область,2019-12,Red BUG CT500,42,653
1723,2440,Астраханская область,2019-4,Energiser505,0,331
1724,2441,Астраханская область,2019-5,Energiser505,0,331
1725,2442,Астраханская область,2019-6,Energiser505,0,331
1726,2443,Астраханская область,2019-7,Energiser505,2,331
1727,2444,Астраханская область,2019-8,Energiser505,7,331
1728,2445,Астраханская область,2019-9,Energiser505,12,331
1729,2446,Астраханская область,2019-10,Energiser505,14,331
1730,2447,Астраханская область,2019-11,Energiser505,14,331
1731,2448,Астраханская область,2019-12,Energiser505,11,331
1732,2452,Астраханская область,2019-4,Red BUG CT500,0,642
1733,2454,Астраханская область,2019-6,Red BUG CT500,0,642
1734,2455,Астраханская область,2019-7,Red BUG CT500,2,642
1735,2456,Астраханская область,2019-8,Red BUG CT500,4,642
1736,2457,Астраханская область,2019-9,Red BUG CT500,10,642
1737,2458,Астраханская область,2019-10,Red BUG CT500,13,642
1738,2459,Астраханская область,2019-11,Red BUG CT500,16,642
1739,2460,Астраханская область,2019-12,Red BUG CT500,10,642
1740,2465,Белгородская область,2019-5,Energiser505,0,352
1741,2466,Белгородская область,2019-6,Energiser505,3,352
1742,2467,Белгородская область,2019-7,Energiser505,7,352
1743,2468,Белгородская область,2019-8,Energiser505,24,352
1744,2469,Белгородская область,2019-9,Energiser505,33,352
1745,2470,Белгородская область,2019-10,Energiser505,52,352
1746,2471,Белгородская область,2019-11,Energiser505,61,352
1747,2472,Белгородская область,2019-12,Energiser505,43,352
1748,2475,Белгородская область,2019-3,Red BUG CT500,0,624
1749,2476,Белгородская область,2019-4,Red BUG CT500,0,624
1750,2477,Белгородская область,2019-5,Red BUG CT500,0,624
1751,2478,Белгородская область,2019-6,Red BUG CT500,2,624
1752,2479,Белгородская область,2019-7,Red BUG CT500,9,624
1753,2480,Белгородская область,2019-8,Red BUG CT500,15,624
1754,2481,Белгородская область,2019-9,Red BUG CT500,30,624
1755,2482,Белгородская область,2019-10,Red BUG CT500,41,624
1756,2483,Белгородская область,2019-11,Red BUG CT500,44,624
1757,2484,Белгородская область,2019-12,Red BUG CT500,36,624
1758,2489,Брянская область,2019-5,Red RBL-03,1,1243
